frame,class_id,conf,x1,y1,x2,y2
89, 3, 0.41, 0.859384, 0.747817, 1.108916, 1.234780
89, 3, 0.27, 0.540545, 0.303411, 0.568881, 0.407614
90, 17, 0.26, 0.325510, 0.354048, 0.489974, 0.557712
90, 12, 0.70, 0.488002, 0.492249, 1.450779, 1.492249
90, 3, 0.49, 0.618771, 0.294376, 0.721731, 0.417631
90, 3, 0.42, 0.867051, 0.729108, 1.128435, 1.189153
91, 12, 0.76, 0.488444, 0.490156, 1.465265, 1.490156
91, 3, 0.37, 0.868796, 0.749366, 1.106072, 1.270497
92, 12, 0.75, 0.487344, 0.488333, 1.487344, 1.488333
92, 3, 0.37, 0.869171, 0.748740, 1.104902, 1.273506
92, 3, 0.26, 0.620912, 0.284883, 0.725372, 0.403997
93, 12, 0.78, 0.488316, 0.488237, 1.488316, 1.488237
93, 3, 0.31, 0.617583, 0.283431, 0.733882, 0.402179
93, 3, 0.25, 0.872145, 0.748950, 1.095989, 1.275682
94, 17, 0.26, 0.070886, 0.461397, 0.243606, 0.730529
94, 12, 0.78, 0.488345, 0.489831, 1.487370, 1.489831
94, 3, 0.34, 0.874078, 0.751094, 1.086535, 1.288701
94, 3, 0.31, 0.620685, 0.282927, 0.734930, 0.405157
95, 17, 0.30, 0.073518, 0.460648, 0.257943, 0.731359
95, 12, 0.76, 0.486414, 0.488703, 1.486414, 1.488703
95, 3, 0.43, 0.879515, 0.749634, 1.093585, 1.293498
95, 3, 0.32, 0.637825, 0.281468, 0.720405, 0.397951
96, 17, 0.28, 0.075524, 0.460721, 0.260147, 0.728210
96, 17, 0.27, 0.333428, 0.346020, 0.531007, 0.533443
96, 12, 0.74, 0.487579, 0.489982, 1.454104, 1.489982
96, 3, 0.27, 0.880661, 0.748468, 1.082981, 1.312357
97, 17, 0.32, 0.070203, 0.461295, 0.248400, 0.740244
97, 12, 0.72, 0.488327, 0.489987, 1.433278, 1.489987
97, 3, 0.53, 0.885819, 0.751533, 1.087980, 1.290755
97, 3, 0.34, 0.637411, 0.280680, 0.736600, 0.403726
98, 17, 0.32, 0.076132, 0.458800, 0.272861, 0.741753
98, 17, 0.26, 0.335035, 0.341038, 0.509765, 0.540224
98, 12, 0.75, 0.488091, 0.491833, 1.481974, 1.491833
98, 3, 0.48, 0.886391, 0.755781, 1.092502, 1.291074
98, 3, 0.32, 0.641356, 0.278596, 0.737228, 0.399527
98, 3, 0.27, 0.958713, 0.429819, 1.043897, 0.632847
99, 17, 0.28, 0.077384, 0.458793, 0.274581, 0.734735
99, 13, 0.37, 0.531784, 0.278489, 0.569254, 0.385393
99, 3, 0.41, 0.642503, 0.276732, 0.744671, 0.397863
99, 13, 0.27, 0.960646, 0.429903, 1.039755, 0.638962
99, 12, 0.79, 0.489229, 0.490321, 1.489229, 1.490320
99, 3, 0.51, 0.888155, 0.755703, 1.090629, 1.297206
100, 17, 0.36, 0.075359, 0.458583, 0.265611, 0.743918
100, 17, 0.31, 0.336527, 0.342398, 0.518170, 0.528305
100, 12, 0.69, 0.488433, 0.490621, 1.446034, 1.490621
101, 17, 0.30, 0.078284, 0.459796, 0.272719, 0.745664
101, 17, 0.27, 0.338230, 0.341343, 0.516662, 0.518981
101, 12, 0.75, 0.490048, 0.491602, 1.490048, 1.491602
101, 3, 0.43, 0.640407, 0.276341, 0.753442, 0.395888
101, 3, 0.30, 0.901889, 0.760205, 1.083803, 1.268384
102, 17, 0.31, 0.080919, 0.460069, 0.280067, 0.750167
102, 17, 0.28, 0.340953, 0.343026, 0.520509, 0.511812
102, 12, 0.73, 0.489628, 0.491929, 1.489628, 1.491929
102, 3, 0.44, 0.647178, 0.276987, 0.752115, 0.397116
102, 3, 0.26, 0.901303, 0.750903, 1.085389, 1.298131
103, 17, 0.32, 0.082247, 0.459704, 0.286540, 0.752716
103, 12, 0.73, 0.488814, 0.492811, 1.488814, 1.492811
103, 3, 0.48, 0.903648, 0.752274, 1.088718, 1.277592
103, 3, 0.37, 0.652910, 0.277622, 0.746327, 0.397939
104, 17, 0.32, 0.081355, 0.462142, 0.274941, 0.765499
104, 17, 0.29, 0.340228, 0.338220, 0.520633, 0.519264
104, 12, 0.74, 0.489282, 0.490846, 1.448624, 1.490846
104, 3, 0.35, 0.907852, 0.754392, 1.082350, 1.312018
105, 6, 0.26, 0.080732, 0.462583, 0.272171, 0.762513
105, 17, 0.35, 0.339282, 0.337221, 0.526675, 0.518260
105, 12, 0.75, 0.491424, 0.491959, 1.462190, 1.491959
105, 3, 0.35, 0.911178, 0.764827, 1.067857, 1.247697
105, 3, 0.32, 0.647085, 0.277786, 0.762003, 0.398435
106, 6, 0.27, 0.078789, 0.463906, 0.270090, 0.761821
106, 17, 0.34, 0.342374, 0.338523, 0.527173, 0.513934
106, 12, 0.72, 0.492402, 0.491958, 1.475897, 1.491958
106, 3, 0.34, 0.647818, 0.277381, 0.765200, 0.400925
107, 17, 0.40, 0.345944, 0.339479, 0.526463, 0.517803
107, 6, 0.26, 0.077840, 0.464372, 0.266633, 0.774915
107, 12, 0.66, 0.492921, 0.494663, 1.418064, 1.494663
108, 6, 0.32, 0.081799, 0.461643, 0.280807, 0.769014
108, 17, 0.32, 0.347490, 0.337160, 0.528812, 0.525992
108, 12, 0.68, 0.493934, 0.493108, 1.476384, 1.493108
108, 3, 0.38, 0.922888, 0.769353, 1.064874, 1.235504
108, 3, 0.30, 0.665155, 0.276526, 0.760679, 0.397357
109, 6, 0.28, 0.081415, 0.461151, 0.280372, 0.752883
109, 12, 0.69, 0.493761, 0.492709, 1.492430, 1.492709
109, 3, 0.64, 0.926710, 0.771379, 1.069529, 1.229306
109, 3, 0.42, 0.668315, 0.275925, 0.766030, 0.397366
110, 6, 0.29, 0.081104, 0.461886, 0.279268, 0.754753
110, 17, 0.28, 0.350786, 0.336861, 0.531924, 0.519693
110, 13, 0.29, 0.555025, 0.277577, 0.597688, 0.393544
110, 3, 0.38, 0.666834, 0.275384, 0.774606, 0.392883
110, 12, 0.65, 0.492787, 0.493626, 1.492787, 1.493626
110, 3, 0.55, 0.929920, 0.773472, 1.066169, 1.223770
111, 6, 0.33, 0.083193, 0.462063, 0.275306, 0.759332
111, 17, 0.36, 0.352515, 0.338612, 0.541684, 0.523762
111, 12, 0.71, 0.492216, 0.493284, 1.480654, 1.493284
111, 3, 0.47, 0.934368, 0.776201, 1.062556, 1.221574
112, 6, 0.27, 0.082871, 0.461785, 0.276311, 0.757270
112, 17, 0.26, 0.350408, 0.335585, 0.569450, 0.516838
112, 17, 0.25, 0.647026, 0.450862, 0.922250, 0.755435
112, 13, 0.32, 0.558997, 0.277202, 0.607123, 0.385194
112, 12, 0.65, 0.495981, 0.495176, 1.463561, 1.495176
112, 3, 0.44, 0.936661, 0.778722, 1.059677, 1.224768
112, 3, 0.33, 0.665004, 0.276345, 0.783113, 0.396660
112, 3, 0.30, 0.058882, 0.295565, 0.145996, 0.423467
113, 6, 0.30, 0.081971, 0.461213, 0.276687, 0.755004
113, 17, 0.27, 0.648057, 0.450109, 0.928384, 0.735252
113, 12, 0.65, 0.496804, 0.493820, 1.496804, 1.493820
113, 3, 0.44, 0.937029, 0.778386, 1.062092, 1.217139
113, 3, 0.38, 0.662342, 0.273342, 0.782448, 0.395171
114, 17, 0.28, 0.650380, 0.451697, 0.936693, 0.743112
114, 17, 0.26, 0.080301, 0.461822, 0.271727, 0.751347
114, 12, 0.61, 0.496038, 0.494612, 1.483490, 1.494612
114, 3, 0.44, 0.666021, 0.276810, 0.789640, 0.396350
114, 3, 0.43, 0.937736, 0.778831, 1.058785, 1.213696
115, 6, 0.26, 0.082902, 0.463154, 0.276065, 0.754000
115, 12, 0.68, 0.495801, 0.493382, 1.495801, 1.493382
115, 3, 0.44, 0.667994, 0.277000, 0.790014, 0.398540
116, 6, 0.30, 0.081511, 0.461450, 0.279759, 0.758521
116, 17, 0.34, 0.355011, 0.337482, 0.543179, 0.535109
116, 12, 0.60, 0.493278, 0.491359, 1.493278, 1.491359
116, 3, 0.25, 0.938209, 0.779323, 1.055526, 1.220970
117, 6, 0.31, 0.084181, 0.460791, 0.286550, 0.753749
117, 12, 0.68, 0.495023, 0.492812, 1.495023, 1.492812
117, 3, 0.30, 0.670129, 0.277561, 0.788073, 0.400589
118, 6, 0.28, 0.084013, 0.461273, 0.285680, 0.756042
118, 12, 0.67, 0.494646, 0.492086, 1.494646, 1.492086
118, 3, 0.26, 0.059175, 0.294013, 0.143502, 0.431054
119, 6, 0.29, 0.081051, 0.462126, 0.275131, 0.760211
119, 17, 0.31, 0.355671, 0.334835, 0.539002, 0.534648
119, 12, 0.68, 0.495116, 0.491850, 1.493342, 1.491850
119, 12, 0.32, 0.648048, 0.492700, 1.163646, 1.492700
120, 6, 0.27, 0.082798, 0.461319, 0.282579, 0.765729
120, 17, 0.32, 0.356822, 0.336907, 0.541576, 0.535836
120, 12, 0.64, 0.496532, 0.492202, 1.496532, 1.492202
120, 12, 0.27, 0.649311, 0.492045, 1.180852, 1.492045
121, 6, 0.25, 0.083824, 0.461926, 0.280959, 0.768561
121, 12, 0.66, 0.495854, 0.493556, 1.495854, 1.493556
121, 12, 0.26, 0.649533, 0.493548, 1.187343, 1.461996
122, 6, 0.27, 0.084147, 0.462417, 0.283769, 0.771053
122, 17, 0.27, 0.653042, 0.453335, 0.942801, 0.746764
122, 12, 0.62, 0.496809, 0.496372, 1.496809, 1.496372
122, 12, 0.27, 0.653209, 0.494000, 1.146529, 1.354699
122, 3, 0.32, 0.670830, 0.280117, 0.790940, 0.401810
123, 17, 0.30, 0.653029, 0.453260, 0.950630, 0.738551
123, 17, 0.26, 0.083735, 0.462837, 0.279770, 0.763138
123, 12, 0.60, 0.496623, 0.495521, 1.496623, 1.495521
123, 3, 0.29, 0.671584, 0.280616, 0.788324, 0.403368
124, 6, 0.27, 0.077360, 0.463579, 0.266545, 0.770551
124, 17, 0.28, 0.651267, 0.452640, 0.944708, 0.735318
124, 12, 0.61, 0.497085, 0.496146, 1.477558, 1.496145
124, 3, 0.32, 0.670782, 0.281306, 0.788500, 0.403689
124, 2, 0.30, 0.741898, 0.915239, 0.849791, 1.056450
125, 17, 0.31, 0.076621, 0.461765, 0.259151, 0.762091
125, 17, 0.27, 0.651205, 0.453884, 0.951327, 0.742510
125, 12, 0.65, 0.497208, 0.495758, 1.459872, 1.495758
125, 3, 0.35, 0.670243, 0.280972, 0.790721, 0.403319
126, 6, 0.31, 0.078764, 0.459420, 0.266969, 0.763367
126, 12, 0.62, 0.495652, 0.495756, 1.433538, 1.495756
126, 12, 0.28, 0.651437, 0.496368, 1.137887, 1.333571
126, 3, 0.42, 0.669039, 0.281501, 0.793592, 0.404685
127, 6, 0.27, 0.074312, 0.456626, 0.251544, 0.765732
127, 17, 0.26, 0.650967, 0.451303, 0.948224, 0.724631
127, 12, 0.60, 0.495719, 0.495552, 1.450289, 1.495552
127, 3, 0.36, 0.667602, 0.280861, 0.792703, 0.403717
127, 2, 0.27, 0.743255, 0.929623, 0.854075, 1.056004
128, 6, 0.28, 0.079015, 0.454517, 0.268418, 0.747404
128, 3, 0.27, 0.561122, 0.280124, 0.610685, 0.403681
128, 12, 0.65, 0.494840, 0.494873, 1.494840, 1.494873
128, 3, 0.37, 0.670029, 0.281143, 0.793480, 0.406520
128, 2, 0.31, 0.742272, 0.926350, 0.849934, 1.058982
129, 17, 0.33, 0.350440, 0.334110, 0.525494, 0.536547
129, 17, 0.33, 0.073039, 0.453718, 0.246906, 0.746390
129, 12, 0.71, 0.495217, 0.494161, 1.495217, 1.494161
129, 2, 0.35, 0.743360, 0.928758, 0.852442, 1.059809
130, 17, 0.33, 0.079873, 0.452612, 0.244897, 0.785504
130, 6, 0.29, 0.077914, 0.452396, 0.269775, 0.746330
130, 17, 0.28, 0.649166, 0.453919, 0.945085, 0.750597
130, 17, 0.26, 0.346763, 0.332692, 0.540659, 0.524125
130, 12, 0.61, 0.495419, 0.497104, 1.495419, 1.497104
130, 2, 0.46, 0.741865, 0.933402, 0.860565, 1.063473
131, 17, 0.26, 0.079755, 0.453964, 0.280930, 0.741833
131, 12, 0.63, 0.496351, 0.495493, 1.496351, 1.495493
131, 3, 0.32, 0.668536, 0.279335, 0.791630, 0.401335
131, 3, 0.31, 0.040041, 0.279708, 0.125105, 0.413109
131, 3, 0.25, 0.559825, 0.279449, 0.614743, 0.405403
131, 2, 0.41, 0.742050, 0.932571, 0.863528, 1.067676
132, 12, 0.67, 0.493917, 0.494082, 1.493917, 1.494081
132, 2, 0.41, 0.743252, 0.931487, 0.870820, 1.066027
133, 17, 0.29, 0.074957, 0.454022, 0.272000, 0.750339
133, 12, 0.70, 0.494122, 0.493125, 1.494122, 1.493125
133, 2, 0.30, 0.743568, 0.935656, 0.872822, 1.048237
134, 6, 0.25, 0.074927, 0.452473, 0.272345, 0.748908
134, 17, 0.25, 0.649851, 0.452189, 0.948497, 0.751075
134, 12, 0.69, 0.492538, 0.494092, 1.474286, 1.494092
134, 2, 0.57, 0.742844, 0.937144, 0.872594, 1.059621
135, 17, 0.26, 0.073761, 0.451274, 0.263592, 0.749269
135, 12, 0.68, 0.494462, 0.495117, 1.494462, 1.495117
135, 2, 0.33, 0.743631, 0.942691, 0.876389, 1.049003
136, 12, 0.65, 0.493708, 0.495390, 1.369062, 1.495390
137, 17, 0.37, 0.342008, 0.327536, 0.523257, 0.529695
137, 12, 0.68, 0.491211, 0.494107, 1.374022, 1.494107
138, 17, 0.38, 0.342237, 0.332778, 0.520326, 0.521262
138, 17, 0.29, 0.648887, 0.454145, 0.967011, 0.774492
138, 12, 0.58, 0.493041, 0.495126, 1.313675, 1.495126
139, 6, 0.25, 0.066669, 0.452078, 0.235034, 0.746817
139, 17, 0.28, 0.339185, 0.330152, 0.518321, 0.526501
139, 12, 0.65, 0.489905, 0.492898, 1.440319, 1.492898
140, 17, 0.30, 0.338927, 0.331085, 0.522402, 0.529715
140, 17, 0.29, 0.067270, 0.451751, 0.235020, 0.747824
140, 12, 0.68, 0.490145, 0.491920, 1.455260, 1.491920
141, 17, 0.35, 0.339663, 0.334266, 0.520167, 0.523679
141, 12, 0.58, 0.493966, 0.494981, 1.379127, 1.494982
142, 17, 0.28, 0.334187, 0.333164, 0.537040, 0.533914
142, 17, 0.25, 0.648468, 0.457946, 0.964187, 0.767592
142, 12, 0.43, 0.495607, 0.540213, 1.389336, 1.540213
143, 17, 0.31, 0.332876, 0.336696, 0.537752, 0.530732
143, 12, 0.47, 0.492580, 0.493850, 1.368333, 1.493850
144, 12, 0.46, 0.491829, 0.493665, 1.345922, 1.493665
145, 12, 0.48, 0.493050, 0.541333, 1.407173, 1.541333
146, 17, 0.26, 0.330371, 0.331942, 0.523515, 0.539738
146, 12, 0.56, 0.492542, 0.542277, 1.445605, 1.542277
147, 17, 0.27, 0.330672, 0.331526, 0.526801, 0.536443
147, 12, 0.50, 0.491147, 0.542254, 1.437456, 1.542254
148, 12, 0.53, 0.490798, 0.541434, 1.395588, 1.541434
149, 17, 0.34, 0.327912, 0.331005, 0.501694, 0.537272
149, 12, 0.50, 0.447760, 0.497270, 1.389513, 1.497270
150, 17, 0.33, 0.327232, 0.331170, 0.514048, 0.542784
150, 12, 0.38, 0.492835, 0.542985, 1.343308, 1.542985
151, 12, 0.39, 0.492165, 0.491632, 1.282044, 1.491632
152, 12, 0.36, 0.492823, 0.544009, 1.382939, 1.544008
153, 12, 0.55, 0.491799, 0.541672, 1.478316, 1.541672
154, 12, 0.55, 0.489438, 0.493979, 1.406615, 1.493979
155, 12, 0.59, 0.488767, 0.541062, 1.485826, 1.541062
156, 12, 0.55, 0.489580, 0.543071, 1.489580, 1.543071
157, 12, 0.54, 0.490184, 0.544048, 1.489689, 1.544049
158, 12, 0.46, 0.491562, 0.544219, 1.452562, 1.544219
159, 12, 0.43, 0.493405, 0.491970, 1.385069, 1.491970
160, 12, 0.37, 0.494699, 0.494665, 1.404247, 1.494665
161, 17, 0.34, 0.348014, 0.326523, 0.559953, 0.542814
161, 12, 0.29, 0.496014, 0.491542, 1.371588, 1.491542
161, 3, 0.27, 0.676761, 0.268217, 0.818736, 0.407336
162, 17, 0.40, 0.357990, 0.330408, 0.560278, 0.550270
163, 3, 0.30, 0.701501, 0.268059, 0.848870, 0.411785
164, 6, 0.26, 0.069134, 0.461870, 0.244065, 0.801294
164, 12, 0.32, 0.700148, 0.453985, 1.121624, 1.130795
164, 12, 0.31, 0.491533, 0.497562, 1.476525, 1.497562
164, 1, 0.28, 0.548166, 0.451009, 0.690672, 0.672224
165, 6, 0.28, 0.080747, 0.465005, 0.274156, 0.802918
165, 12, 0.42, 0.489788, 0.494461, 1.489788, 1.494461
165, 12, 0.32, 0.707968, 0.452328, 1.146693, 1.141248
166, 17, 0.33, 0.087361, 0.489353, 0.269858, 0.893840
166, 6, 0.27, 0.087835, 0.464938, 0.300090, 0.788063
166, 17, 0.29, 0.389478, 0.333198, 0.578042, 0.510427
166, 12, 0.40, 0.543344, 0.493803, 1.402798, 1.493804
166, 12, 0.34, 0.709700, 0.454441, 1.160408, 1.211865
167, 17, 0.31, 0.394966, 0.327450, 0.581629, 0.519908
167, 17, 0.26, 0.091536, 0.463930, 0.297192, 0.787599
167, 12, 0.40, 0.488053, 0.496012, 1.488053, 1.496012
167, 12, 0.28, 0.716254, 0.455153, 1.137907, 1.121070
168, 17, 0.35, 0.398495, 0.327054, 0.581626, 0.518477
168, 6, 0.25, 0.088123, 0.464057, 0.284331, 0.787503
168, 12, 0.35, 0.488365, 0.497942, 1.488365, 1.497942
168, 12, 0.34, 0.715140, 0.453706, 1.145687, 1.122186
169, 17, 0.29, 0.402478, 0.328002, 0.577343, 0.506319
169, 12, 0.28, 0.544964, 0.495770, 1.483975, 1.495770
170, 12, 0.31, 0.545910, 0.496987, 1.478599, 1.496987
171, 17, 0.28, 0.399970, 0.297031, 0.585623, 0.547566
171, 12, 0.36, 0.543937, 0.498204, 1.509353, 1.498204
172, 17, 0.31, 0.405736, 0.296132, 0.585467, 0.559438
172, 12, 0.35, 0.488205, 0.494367, 1.488205, 1.494367
172, 12, 0.34, 0.717021, 0.450704, 1.189223, 1.269035
172, 3, 0.29, 0.771862, 0.250849, 0.870909, 0.390543
173, 17, 0.31, 0.407562, 0.294805, 0.585450, 0.549591
173, 12, 0.33, 0.487361, 0.493433, 1.487361, 1.493433
173, 12, 0.29, 0.717658, 0.451474, 1.194688, 1.227186
173, 3, 0.44, 0.088513, 0.275004, 0.183156, 0.410556
174, 17, 0.33, 0.411297, 0.296716, 0.591808, 0.552611
174, 17, 0.26, 0.115652, 0.455726, 0.337918, 0.844246
174, 12, 0.42, 0.486168, 0.494193, 1.486168, 1.494193
175, 17, 0.40, 0.115986, 0.450758, 0.347645, 0.843248
175, 6, 0.32, 0.114034, 0.450854, 0.380922, 0.809130
175, 17, 0.27, 0.411899, 0.295908, 0.591812, 0.538164
175, 12, 0.32, 0.486410, 0.491994, 1.486410, 1.491994
175, 3, 0.26, 0.781830, 0.244673, 0.876374, 0.384303
176, 17, 0.36, 0.118344, 0.453205, 0.357717, 0.835206
176, 6, 0.30, 0.116286, 0.453043, 0.385915, 0.795367
176, 17, 0.26, 0.430138, 0.293069, 0.599425, 0.507852
176, 12, 0.34, 0.487050, 0.494384, 1.487050, 1.494384
176, 12, 0.26, 0.757975, 0.454330, 1.177547, 1.082294
177, 17, 0.35, 0.429601, 0.298150, 0.592265, 0.508501
177, 17, 0.33, 0.117609, 0.449103, 0.359974, 0.844062
177, 6, 0.27, 0.115784, 0.448933, 0.386500, 0.799024
177, 12, 0.38, 0.538848, 0.494534, 1.538848, 1.494534
177, 12, 0.38, 0.755976, 0.453901, 1.193506, 1.129083
178, 17, 0.40, 0.119214, 0.443106, 0.376429, 0.820992
178, 6, 0.31, 0.117292, 0.443337, 0.409129, 0.775143
178, 17, 0.33, 0.432056, 0.295962, 0.605226, 0.488508
178, 12, 0.35, 0.760636, 0.453336, 1.182462, 1.100523
178, 12, 0.34, 0.538947, 0.491524, 1.538947, 1.491524
178, 3, 0.25, 0.798507, 0.230560, 0.901055, 0.370205
179, 6, 0.26, 0.436257, 0.293523, 0.607196, 0.490007
179, 17, 0.39, 0.122897, 0.440955, 0.376640, 0.845516
179, 6, 0.29, 0.121278, 0.440803, 0.405434, 0.791384
179, 12, 0.30, 0.765741, 0.452524, 1.177386, 1.088671
179, 12, 0.26, 0.539707, 0.492569, 1.539707, 1.492569
180, 17, 0.39, 0.125096, 0.409224, 0.376849, 0.761120
180, 6, 0.34, 0.124336, 0.409319, 0.415890, 0.732635
180, 17, 0.36, 0.446099, 0.289858, 0.617429, 0.477803
181, 17, 0.37, 0.126024, 0.439075, 0.385423, 0.877882
181, 17, 0.34, 0.450661, 0.284833, 0.626638, 0.483352
181, 6, 0.30, 0.124423, 0.438159, 0.417184, 0.824281
181, 17, 0.26, 0.774014, 0.454473, 1.088781, 0.920019
182, 17, 0.35, 0.123330, 0.440604, 0.383084, 0.868859
182, 6, 0.34, 0.123286, 0.409415, 0.418441, 0.745590
182, 17, 0.27, 0.776805, 0.450982, 1.090932, 0.902226
183, 6, 0.27, 0.126641, 0.408674, 0.422938, 0.727093
183, 6, 0.26, 0.801723, 0.448583, 1.155785, 0.863558
183, 3, 0.30, 0.093601, 0.242940, 0.272082, 0.385050
184, 17, 0.33, 0.131006, 0.409596, 0.398568, 0.769745
184, 6, 0.35, 0.129861, 0.410026, 0.440180, 0.735049
184, 1, 0.31, 0.813533, 0.814166, 1.067235, 1.209282
185, 17, 0.45, 0.123567, 0.407505, 0.374567, 0.772097
185, 6, 0.40, 0.122426, 0.408758, 0.414668, 0.744319
185, 17, 0.26, 0.806830, 0.448650, 1.118668, 0.945279
185, 6, 0.26, 0.806032, 0.448265, 1.143252, 0.868878
185, 3, 0.41, 0.827877, 0.214810, 0.982333, 0.379625
185, 3, 0.28, 0.717606, 0.223549, 0.798695, 0.379634
186, 17, 0.41, 0.126957, 0.407589, 0.371978, 0.785658
186, 6, 0.33, 0.126119, 0.408405, 0.411173, 0.748670
186, 17, 0.26, 0.460049, 0.246614, 0.646020, 0.524715
187, 17, 0.51, 0.136251, 0.407806, 0.402600, 0.803496
187, 6, 0.48, 0.136300, 0.408836, 0.447187, 0.758074
187, 17, 0.27, 0.805963, 0.448672, 1.105166, 0.879377
188, 17, 0.36, 0.134198, 0.409807, 0.401326, 0.829086
188, 6, 0.40, 0.133465, 0.410652, 0.437283, 0.781104
188, 6, 0.30, 0.812765, 0.448224, 1.116564, 0.958817
188, 17, 0.27, 0.479649, 0.274840, 0.644312, 0.478249
189, 17, 0.47, 0.136942, 0.407178, 0.413877, 0.814269
189, 6, 0.50, 0.136743, 0.408599, 0.455508, 0.765437
189, 6, 0.27, 0.813408, 0.453266, 1.107975, 0.959578
189, 17, 0.28, 0.481684, 0.274319, 0.643538, 0.481977
189, 3, 0.27, 0.852618, 0.216274, 0.996050, 0.380083
189, 1, 0.38, 0.925745, 0.461926, 1.069889, 0.831958
189, 1, 0.27, 0.664755, 0.396466, 0.826264, 0.747457
190, 17, 0.51, 0.130032, 0.404077, 0.381917, 0.788049
190, 6, 0.44, 0.129411, 0.405499, 0.423022, 0.746842
190, 17, 0.38, 0.483165, 0.276812, 0.649778, 0.483672
191, 17, 0.45, 0.129625, 0.404658, 0.383451, 0.784604
191, 6, 0.40, 0.128989, 0.405865, 0.422464, 0.742479
191, 17, 0.34, 0.483153, 0.278976, 0.646812, 0.496491
191, 4, 0.32, 0.864590, 0.850086, 1.108027, 1.168513
191, 1, 0.32, 0.932584, 0.494718, 1.068078, 0.880521
192, 17, 0.56, 0.137275, 0.404230, 0.405443, 0.799990
192, 6, 0.48, 0.136972, 0.405277, 0.451230, 0.749723
192, 17, 0.36, 0.485738, 0.284051, 0.655588, 0.491907
192, 12, 0.30, 0.485040, 0.494217, 1.485040, 1.494218
193, 17, 0.44, 0.142774, 0.407673, 0.428234, 0.808309
193, 6, 0.45, 0.142901, 0.408576, 0.475086, 0.754782
193, 17, 0.30, 0.486401, 0.284956, 0.651731, 0.492269
193, 3, 0.30, 0.884550, 0.254159, 0.986990, 0.395315
193, 1, 0.42, 0.932145, 0.510392, 1.062895, 0.866952
193, 1, 0.32, 0.811951, 0.502783, 1.046860, 0.910596
194, 17, 0.31, 0.487270, 0.292004, 0.662338, 0.506726
194, 17, 0.31, 0.137634, 0.439196, 0.411083, 0.864677
194, 6, 0.31, 0.136504, 0.439481, 0.440203, 0.796008
194, 3, 0.45, 0.113965, 0.231319, 0.324744, 0.366577
194, 3, 0.27, 0.858317, 0.258046, 1.016830, 0.409174
195, 17, 0.38, 0.135430, 0.440375, 0.414508, 0.851893
195, 6, 0.36, 0.133827, 0.440733, 0.448532, 0.793332
195, 17, 0.26, 0.819077, 0.504641, 1.126742, 1.040159
195, 3, 0.28, 0.118871, 0.239713, 0.311504, 0.374847
196, 17, 0.27, 0.812656, 0.506385, 1.132462, 1.033476
196, 17, 0.25, 0.133459, 0.445981, 0.397911, 0.829962
196, 13, 0.34, 0.109766, 0.245348, 0.311850, 0.380470
196, 13, 0.26, 0.373367, 0.254068, 0.463679, 0.529530
196, 3, 0.33, 0.721736, 0.278526, 0.786266, 0.429728
197, 17, 0.51, 0.127880, 0.450059, 0.389197, 0.876028
197, 6, 0.47, 0.126292, 0.451335, 0.423158, 0.825047
197, 4, 0.44, 0.874161, 0.899389, 1.109536, 1.102200
197, 3, 0.28, 0.716614, 0.281984, 0.777985, 0.436373
198, 17, 0.47, 0.127863, 0.449599, 0.373157, 0.854633
198, 6, 0.39, 0.126839, 0.450429, 0.411466, 0.813270
198, 12, 0.26, 0.803731, 0.452668, 1.242268, 1.255597
198, 3, 0.27, 0.717786, 0.297429, 0.798853, 0.464982
199, 17, 0.49, 0.123006, 0.452654, 0.377267, 0.851679
199, 6, 0.43, 0.121397, 0.453427, 0.415103, 0.815292
199, 4, 0.40, 0.868143, 0.904388, 1.113730, 1.086600
199, 3, 0.36, 0.830883, 0.295555, 0.986366, 0.458278
199, 3, 0.28, 0.697266, 0.298661, 0.763760, 0.454577
200, 6, 0.31, 0.093802, 0.460515, 0.304160, 0.813197
200, 17, 0.30, 0.409638, 0.292579, 0.596653, 0.627765
201, 17, 0.40, 0.407522, 0.297636, 0.594981, 0.617180
202, 4, 0.87, 0.827752, 0.907841, 1.089274, 1.076176
203, 12, 0.27, 0.711074, 0.454571, 1.183722, 1.263411
203, 4, 0.86, 0.804374, 0.909054, 1.066475, 1.081789
203, 3, 0.26, 0.035284, 0.247156, 0.114129, 0.397824
204, 12, 0.28, 0.701309, 0.455179, 1.194335, 1.283702
205, 17, 0.26, 0.332076, 0.307352, 0.506271, 0.563087
206, 6, 0.26, 0.323720, 0.305843, 0.494766, 0.567878
206, 12, 0.28, 0.493253, 0.547275, 1.338065, 1.547275
206, 1, 0.26, 0.751738, 0.910809, 0.976681, 1.084389
207, 12, 0.34, 0.655969, 0.450342, 1.208797, 1.340255
207, 12, 0.32, 0.492038, 0.547821, 1.325649, 1.547821
208, 17, 0.29, 0.299246, 0.300211, 0.497277, 0.548752
208, 13, 0.25, 0.705775, 0.305225, 0.795149, 0.464042
208, 3, 0.48, 0.704229, 0.304231, 0.798179, 0.454668
208, 12, 0.44, 0.492111, 0.491444, 1.324158, 1.491444
208, 3, 0.47, 0.558303, 0.299407, 0.620433, 0.466158
208, 3, 0.38, 0.642777, 0.295950, 0.719274, 0.462636
209, 17, 0.30, 0.290549, 0.298344, 0.502419, 0.555540
209, 12, 0.44, 0.491267, 0.489218, 1.285096, 1.489218
210, 17, 0.29, 0.289877, 0.299488, 0.502233, 0.554025
210, 12, 0.45, 0.491093, 0.488833, 1.265349, 1.488833
