frame,class_id,conf,x1,y1,x2,y2
211, 12, 0.39, 0.492119, 0.491524, 1.259094, 1.491524
211, 3, 0.35, 0.638465, 0.295826, 0.711410, 0.467788
211, 3, 0.34, 0.701826, 0.300868, 0.792925, 0.451321
211, 3, 0.27, 0.556578, 0.299567, 0.620182, 0.466300
212, 13, 0.35, 0.641124, 0.284230, 0.728528, 0.439844
212, 13, 0.26, 0.700220, 0.300624, 0.794908, 0.466268
212, 12, 0.36, 0.490748, 0.547768, 1.338424, 1.547768
212, 12, 0.32, 0.651011, 0.499161, 1.247682, 1.379252
212, 3, 0.61, 0.698495, 0.299353, 0.792302, 0.459112
212, 3, 0.41, 0.558332, 0.302056, 0.631784, 0.477090
212, 3, 0.40, 0.639537, 0.294499, 0.720876, 0.467941
213, 13, 0.38, 0.639713, 0.283193, 0.722625, 0.439606
213, 13, 0.38, 0.699144, 0.299703, 0.797746, 0.463065
213, 3, 0.50, 0.697504, 0.298798, 0.793791, 0.453726
213, 3, 0.32, 0.558370, 0.300750, 0.633232, 0.479086
213, 12, 0.37, 0.491035, 0.492387, 1.267045, 1.492387
214, 3, 0.27, 0.638974, 0.283346, 0.724870, 0.439080
214, 13, 0.32, 0.697677, 0.300345, 0.795993, 0.465481
214, 3, 0.52, 0.696177, 0.299413, 0.791789, 0.456975
214, 12, 0.41, 0.490070, 0.491807, 1.263974, 1.491807
215, 17, 0.28, 0.283490, 0.326937, 0.478169, 0.560355
215, 13, 0.44, 0.638885, 0.282564, 0.726822, 0.438883
215, 13, 0.40, 0.696914, 0.298920, 0.795211, 0.467578
215, 3, 0.48, 0.695447, 0.298173, 0.790304, 0.459049
215, 3, 0.27, 0.545745, 0.295965, 0.607263, 0.458303
215, 13, 0.28, 0.584444, 0.302042, 0.616628, 0.433068
215, 12, 0.33, 0.489785, 0.492139, 1.221972, 1.492139
216, 17, 0.28, 0.282401, 0.326633, 0.474780, 0.560720
216, 13, 0.39, 0.637706, 0.282153, 0.725937, 0.438043
216, 13, 0.32, 0.695522, 0.298563, 0.796150, 0.464763
216, 3, 0.44, 0.694244, 0.297700, 0.791122, 0.455578
216, 3, 0.35, 0.544292, 0.296119, 0.608554, 0.457901
216, 12, 0.34, 0.490244, 0.491561, 1.244156, 1.491561
217, 17, 0.30, 0.279946, 0.328767, 0.466603, 0.555668
217, 13, 0.29, 0.694349, 0.296823, 0.795000, 0.462010
217, 3, 0.38, 0.693345, 0.296092, 0.789688, 0.452915
217, 12, 0.31, 0.489316, 0.548099, 1.269213, 1.548099
217, 12, 0.29, 0.649389, 0.497985, 1.237870, 1.414948
217, 1, 0.28, 0.039691, 0.437023, 0.117948, 0.772354
218, 17, 0.29, 0.279723, 0.327032, 0.439988, 0.598394
218, 13, 0.34, 0.625983, 0.282383, 0.704877, 0.432614
218, 13, 0.30, 0.693337, 0.296101, 0.795378, 0.460398
218, 13, 0.29, 0.539208, 0.283764, 0.597496, 0.442487
218, 3, 0.45, 0.692316, 0.295412, 0.789588, 0.452464
218, 3, 0.33, 0.539964, 0.293953, 0.605972, 0.456881
218, 12, 0.29, 0.491294, 0.492579, 1.164325, 1.492579
218, 11, 0.30, 0.759000, 0.928608, 1.003008, 1.074713
218, 6, 0.26, 0.278535, 0.305941, 0.448971, 0.618322
219, 13, 0.47, 0.537943, 0.283439, 0.598516, 0.445023
219, 13, 0.42, 0.624710, 0.281256, 0.700730, 0.432064
219, 13, 0.35, 0.581266, 0.296212, 0.614268, 0.435760
219, 13, 0.34, 0.691845, 0.284753, 0.786795, 0.431310
219, 3, 0.45, 0.691637, 0.294593, 0.788843, 0.454250
219, 3, 0.31, 0.538284, 0.293705, 0.605448, 0.463306
219, 12, 0.31, 0.488240, 0.549796, 1.302749, 1.549796
219, 4, 0.25, 0.760750, 0.929322, 1.022557, 1.075038
220, 13, 0.26, 0.538091, 0.282647, 0.599852, 0.445995
220, 12, 0.37, 0.488662, 0.548042, 1.311753, 1.548042
220, 12, 0.28, 0.650122, 0.496857, 1.251499, 1.380539
220, 3, 0.36, 0.691030, 0.294178, 0.783784, 0.454350
221, 17, 0.26, 0.274901, 0.327632, 0.440903, 0.594989
221, 3, 0.27, 0.623385, 0.280415, 0.702802, 0.436433
221, 12, 0.37, 0.487911, 0.548044, 1.296886, 1.548044
221, 12, 0.28, 0.651315, 0.497094, 1.239152, 1.385071
221, 3, 0.35, 0.690468, 0.293460, 0.781627, 0.457296
221, 3, 0.29, 0.539319, 0.294321, 0.610472, 0.463649
222, 12, 0.34, 0.488531, 0.547636, 1.276878, 1.547636
222, 12, 0.28, 0.649931, 0.496887, 1.242931, 1.353532
222, 11, 0.34, 0.769221, 0.931895, 0.992522, 1.065669
222, 3, 0.29, 0.690234, 0.283785, 0.781491, 0.436860
223, 13, 0.36, 0.619696, 0.279251, 0.691674, 0.436880
223, 3, 0.30, 0.534842, 0.281686, 0.594692, 0.440702
223, 12, 0.33, 0.489331, 0.489685, 1.237030, 1.489685
223, 11, 0.47, 0.771758, 0.934789, 0.993781, 1.063197
223, 3, 0.29, 0.689908, 0.282697, 0.779673, 0.430362
224, 13, 0.36, 0.620358, 0.279187, 0.693665, 0.442389
224, 3, 0.42, 0.534973, 0.282035, 0.595476, 0.445731
224, 13, 0.30, 0.691364, 0.284052, 0.784195, 0.450148
224, 3, 0.35, 0.690187, 0.283234, 0.781618, 0.437787
224, 12, 0.30, 0.489863, 0.489404, 1.222161, 1.489404
224, 4, 0.78, 0.777969, 0.938102, 1.038114, 1.051769
225, 3, 0.41, 0.534317, 0.280648, 0.595246, 0.449435
225, 3, 0.32, 0.622467, 0.276704, 0.702344, 0.442802
225, 3, 0.36, 0.690549, 0.281366, 0.781168, 0.441199
225, 12, 0.32, 0.650960, 0.451348, 1.296784, 1.451348
225, 4, 0.75, 0.782864, 0.941256, 1.043549, 1.056287
226, 3, 0.50, 0.533056, 0.279943, 0.595514, 0.449913
226, 3, 0.36, 0.617244, 0.276065, 0.688604, 0.443645
226, 13, 0.27, 0.690541, 0.281394, 0.784269, 0.457972
226, 3, 0.43, 0.689426, 0.280133, 0.779708, 0.444289
226, 12, 0.41, 0.487144, 0.548036, 1.340883, 1.548036
226, 12, 0.37, 0.649885, 0.495749, 1.259896, 1.410066
226, 4, 0.63, 0.785473, 0.943369, 1.039086, 1.052149
227, 12, 0.35, 0.650568, 0.451121, 1.277948, 1.451121
227, 4, 0.71, 0.793520, 0.945984, 1.044781, 1.048546
227, 3, 0.47, 0.530528, 0.277687, 0.591233, 0.438732
227, 3, 0.34, 0.688311, 0.277551, 0.776917, 0.446384
228, 12, 0.37, 0.647894, 0.496780, 1.238916, 1.412513
228, 12, 0.32, 0.487259, 0.547721, 1.293119, 1.547721
228, 4, 0.83, 0.798946, 0.949506, 1.073890, 1.045266
228, 3, 0.41, 0.529183, 0.277405, 0.590493, 0.447586
228, 3, 0.27, 0.680403, 0.277451, 0.782521, 0.450007
228, 3, 0.26, 0.615056, 0.273202, 0.685935, 0.435930
229, 17, 0.27, 0.249908, 0.327709, 0.480269, 0.583228
229, 12, 0.36, 0.648742, 0.496370, 1.243268, 1.374229
229, 4, 0.81, 0.804585, 0.952490, 1.066952, 1.041428
230, 12, 0.33, 0.486876, 0.550756, 1.333595, 1.550756
230, 12, 0.25, 0.648469, 0.498135, 1.246997, 1.326383
230, 4, 0.64, 0.811523, 0.956508, 1.068443, 1.036963
230, 3, 0.37, 0.535776, 0.279831, 0.620251, 0.452527
230, 3, 0.29, 0.675353, 0.272322, 0.789225, 0.440702
231, 17, 0.30, 0.236619, 0.299373, 0.474816, 0.577734
231, 12, 0.37, 0.447744, 0.491248, 1.143983, 1.419052
231, 4, 0.39, 0.813507, 0.960399, 1.067965, 1.032019
232, 17, 0.26, 0.240143, 0.300123, 0.453294, 0.588290
232, 12, 0.35, 0.446573, 0.490577, 1.185924, 1.467209
232, 3, 0.36, 0.679643, 0.274563, 0.780331, 0.448463
232, 3, 0.31, 0.532899, 0.279904, 0.610641, 0.461099
232, 3, 0.27, 0.612861, 0.269730, 0.682770, 0.443103
233, 17, 0.33, 0.241601, 0.330644, 0.442633, 0.564920
233, 12, 0.35, 0.486890, 0.547997, 1.334018, 1.547997
233, 3, 0.33, 0.678956, 0.274098, 0.775625, 0.445877
233, 3, 0.25, 0.533206, 0.280259, 0.612392, 0.457832
234, 17, 0.33, 0.238898, 0.329100, 0.455805, 0.572663
234, 6, 0.26, 0.234469, 0.301032, 0.476018, 0.587687
234, 12, 0.30, 0.488956, 0.491259, 1.240035, 1.491259
234, 3, 0.26, 0.679182, 0.275521, 0.773937, 0.439836
235, 17, 0.30, 0.236418, 0.327694, 0.450613, 0.574494
235, 12, 0.38, 0.486719, 0.549055, 1.324890, 1.549055
235, 3, 0.31, 0.678065, 0.275779, 0.774852, 0.446103
235, 3, 0.27, 0.519415, 0.278237, 0.582530, 0.448065
236, 12, 0.42, 0.486943, 0.550645, 1.351289, 1.550645
236, 3, 0.36, 0.676951, 0.275672, 0.779827, 0.451671
237, 12, 0.42, 0.486618, 0.550298, 1.360939, 1.550298
237, 3, 0.31, 0.676549, 0.274647, 0.780668, 0.448896
237, 3, 0.31, 0.534168, 0.281869, 0.626114, 0.464636
238, 12, 0.39, 0.487541, 0.550378, 1.323720, 1.550378
238, 3, 0.39, 0.534983, 0.281997, 0.631005, 0.467105
238, 3, 0.36, 0.677165, 0.275408, 0.783671, 0.454018
239, 12, 0.38, 0.490801, 0.444962, 1.460904, 1.444962
239, 3, 0.37, 0.538823, 0.278182, 0.630157, 0.458438
239, 3, 0.32, 0.648401, 0.272940, 0.805338, 0.448848
240, 12, 0.28, 0.488788, 0.550839, 1.301414, 1.550839
240, 3, 0.39, 0.536425, 0.283278, 0.634566, 0.467060
240, 3, 0.26, 0.671475, 0.274734, 0.796124, 0.459552
241, 12, 0.29, 0.487833, 0.551747, 1.303956, 1.551747
241, 3, 0.44, 0.539260, 0.279501, 0.633133, 0.464250
241, 3, 0.36, 0.650742, 0.272660, 0.808037, 0.451446
242, 17, 0.27, 0.226318, 0.330947, 0.449851, 0.631932
242, 12, 0.26, 0.488229, 0.551271, 1.279482, 1.551271
242, 3, 0.30, 0.535740, 0.282403, 0.628235, 0.467739
243, 12, 0.30, 0.488268, 0.551688, 1.307229, 1.551688
243, 3, 0.40, 0.535184, 0.281491, 0.626564, 0.466521
243, 3, 0.31, 0.688844, 0.274585, 0.780093, 0.448674
244, 3, 0.37, 0.531397, 0.281947, 0.609061, 0.468810
244, 12, 0.34, 0.448006, 0.494287, 1.130751, 1.395663
244, 3, 0.46, 0.691128, 0.275108, 0.785489, 0.451228
245, 17, 0.32, 0.227750, 0.334749, 0.450384, 0.589878
245, 12, 0.45, 0.488376, 0.492019, 1.244258, 1.492019
245, 3, 0.50, 0.692903, 0.275827, 0.787118, 0.447554
245, 3, 0.33, 0.528798, 0.279793, 0.596597, 0.455345
246, 17, 0.28, 0.228636, 0.334513, 0.444875, 0.581260
246, 12, 0.48, 0.487845, 0.491803, 1.259524, 1.491803
246, 3, 0.45, 0.693587, 0.275358, 0.788161, 0.448426
246, 3, 0.35, 0.528894, 0.278946, 0.594903, 0.451197
247, 17, 0.32, 0.228727, 0.335181, 0.450520, 0.590893
247, 3, 0.38, 0.529196, 0.280396, 0.595523, 0.450450
247, 12, 0.46, 0.488246, 0.493472, 1.258971, 1.493472
247, 3, 0.47, 0.694604, 0.274770, 0.791341, 0.450860
248, 17, 0.28, 0.228227, 0.334811, 0.441889, 0.595266
248, 3, 0.36, 0.530797, 0.280842, 0.599917, 0.457999
248, 13, 0.27, 0.696797, 0.275428, 0.797760, 0.468664
248, 3, 0.47, 0.695512, 0.273989, 0.793312, 0.455237
248, 12, 0.36, 0.488860, 0.547776, 1.249638, 1.547776
249, 3, 0.39, 0.533712, 0.281398, 0.603137, 0.463021
249, 13, 0.38, 0.699061, 0.275950, 0.797101, 0.468287
249, 3, 0.53, 0.697345, 0.274695, 0.792790, 0.455805
249, 12, 0.39, 0.448428, 0.495251, 1.206159, 1.495251
250, 3, 0.47, 0.534017, 0.280915, 0.599946, 0.460938
250, 13, 0.25, 0.701627, 0.276551, 0.796386, 0.472414
250, 12, 0.38, 0.488907, 0.496342, 1.229839, 1.496342
250, 3, 0.60, 0.699896, 0.275126, 0.792977, 0.460060
250, 3, 0.37, 0.637075, 0.272302, 0.727348, 0.466963
251, 3, 0.44, 0.535588, 0.280750, 0.603674, 0.460282
251, 12, 0.41, 0.489065, 0.496823, 1.213600, 1.496823
251, 3, 0.62, 0.701921, 0.274923, 0.796259, 0.463083
251, 3, 0.42, 0.637365, 0.271887, 0.725565, 0.468350
252, 3, 0.39, 0.539576, 0.281194, 0.613532, 0.459795
252, 3, 0.43, 0.636364, 0.269830, 0.725731, 0.467377
252, 3, 0.59, 0.705063, 0.274008, 0.799849, 0.462897
252, 12, 0.35, 0.489928, 0.496887, 1.194567, 1.496887
253, 3, 0.48, 0.538312, 0.279734, 0.609475, 0.457202
253, 3, 0.41, 0.636577, 0.271196, 0.718830, 0.471331
253, 13, 0.33, 0.585031, 0.282985, 0.627351, 0.432699
253, 3, 0.46, 0.706335, 0.272817, 0.806941, 0.464547
253, 12, 0.35, 0.490155, 0.495960, 1.174692, 1.495960
254, 3, 0.47, 0.539799, 0.278968, 0.613323, 0.458518
254, 12, 0.40, 0.490136, 0.495858, 1.201150, 1.495858
254, 3, 0.46, 0.713183, 0.272562, 0.801397, 0.462124
254, 3, 0.26, 0.637586, 0.270365, 0.720482, 0.465745
255, 12, 0.37, 0.490281, 0.495272, 1.168888, 1.495272
255, 3, 0.55, 0.714966, 0.271159, 0.806699, 0.461022
255, 3, 0.39, 0.542215, 0.279146, 0.617274, 0.455335
255, 3, 0.27, 0.639506, 0.267913, 0.719754, 0.463688
256, 12, 0.40, 0.491054, 0.495357, 1.174382, 1.490388
256, 3, 0.42, 0.716664, 0.270355, 0.808887, 0.465690
256, 3, 0.39, 0.558135, 0.277742, 0.643354, 0.492441
257, 13, 0.25, 0.796623, 0.299448, 0.874778, 0.382378
257, 12, 0.40, 0.490717, 0.496986, 1.194875, 1.496986
257, 3, 0.50, 0.718009, 0.272465, 0.814423, 0.461957
257, 3, 0.46, 0.560069, 0.279180, 0.646888, 0.502706
258, 17, 0.29, 0.224626, 0.330850, 0.453311, 0.601769
258, 6, 0.27, 0.224348, 0.328863, 0.426636, 0.632297
258, 13, 0.28, 0.721189, 0.271939, 0.821059, 0.474162
258, 3, 0.42, 0.720066, 0.270721, 0.815719, 0.462315
258, 12, 0.49, 0.490153, 0.497064, 1.232147, 1.497064
258, 3, 0.36, 0.558021, 0.278267, 0.639789, 0.497544
259, 17, 0.29, 0.227577, 0.331238, 0.445645, 0.597015
259, 6, 0.27, 0.226570, 0.329478, 0.427072, 0.625062
259, 13, 0.35, 0.722915, 0.272674, 0.821968, 0.474325
259, 3, 0.50, 0.721612, 0.271603, 0.816386, 0.463246
259, 12, 0.47, 0.490525, 0.497511, 1.169298, 1.497511
259, 3, 0.37, 0.547775, 0.279795, 0.622244, 0.461425
260, 6, 0.30, 0.228551, 0.333017, 0.453170, 0.592908
260, 13, 0.26, 0.723978, 0.274608, 0.821555, 0.476532
260, 3, 0.47, 0.722737, 0.273237, 0.817218, 0.462291
260, 12, 0.57, 0.490634, 0.494638, 1.227560, 1.494637
260, 3, 0.30, 0.549046, 0.279240, 0.621454, 0.455816
261, 17, 0.33, 0.226889, 0.332851, 0.452166, 0.601918
261, 6, 0.29, 0.226245, 0.329450, 0.425111, 0.640033
261, 3, 0.45, 0.724486, 0.273636, 0.818701, 0.467632
261, 13, 0.38, 0.554317, 0.280766, 0.627593, 0.457365
261, 3, 0.27, 0.663929, 0.272617, 0.767855, 0.481710
261, 13, 0.27, 0.600809, 0.294207, 0.640748, 0.451494
261, 13, 0.27, 0.801539, 0.301267, 0.885828, 0.373649
261, 12, 0.37, 0.490084, 0.498978, 1.135401, 1.498978
261, 3, 0.37, 0.555130, 0.281131, 0.626353, 0.505912
262, 17, 0.29, 0.225236, 0.335044, 0.452066, 0.602673
262, 13, 0.56, 0.727453, 0.275421, 0.818750, 0.468078
262, 3, 0.36, 0.729257, 0.276498, 0.821795, 0.484042
262, 13, 0.48, 0.555310, 0.281885, 0.628626, 0.457076
262, 13, 0.33, 0.663565, 0.271197, 0.773072, 0.471049
262, 13, 0.27, 0.602775, 0.283466, 0.640021, 0.430668
262, 12, 0.38, 0.490151, 0.497320, 1.175737, 1.497320
262, 3, 0.32, 0.556884, 0.282374, 0.629361, 0.501304
263, 17, 0.25, 0.225153, 0.336334, 0.444967, 0.601529
263, 13, 0.58, 0.728474, 0.275390, 0.818433, 0.462915
263, 3, 0.33, 0.730349, 0.276561, 0.820505, 0.480597
263, 13, 0.55, 0.556106, 0.282093, 0.629313, 0.460833
263, 13, 0.42, 0.663905, 0.274248, 0.770637, 0.474924
263, 13, 0.33, 0.803513, 0.306504, 0.890168, 0.377287
263, 12, 0.29, 0.491284, 0.497816, 1.125181, 1.492765
263, 3, 0.37, 0.558402, 0.281901, 0.631928, 0.507924
264, 13, 0.51, 0.730023, 0.277220, 0.824657, 0.471548
264, 3, 0.32, 0.731561, 0.278518, 0.825773, 0.490868
264, 13, 0.42, 0.564370, 0.284048, 0.653954, 0.474374
264, 3, 0.25, 0.664611, 0.275446, 0.765569, 0.478563
264, 13, 0.36, 0.809238, 0.309628, 0.885534, 0.391041
264, 12, 0.32, 0.492458, 0.546971, 1.141218, 1.546971
264, 3, 0.43, 0.568292, 0.283870, 0.648136, 0.512057
265, 17, 0.29, 0.227002, 0.336129, 0.457467, 0.603044
265, 13, 0.44, 0.663912, 0.276290, 0.765029, 0.479861
265, 13, 0.38, 0.731748, 0.278023, 0.830370, 0.469431
265, 13, 0.35, 0.810960, 0.309377, 0.885210, 0.390740
265, 13, 0.33, 0.565172, 0.284037, 0.654632, 0.477987
265, 12, 0.25, 0.491952, 0.498812, 1.130522, 1.457174
265, 3, 0.39, 0.569546, 0.284509, 0.650360, 0.514977
266, 17, 0.31, 0.225777, 0.336027, 0.463264, 0.610473
266, 6, 0.25, 0.223691, 0.330461, 0.440730, 0.654568
266, 13, 0.50, 0.663402, 0.276757, 0.765604, 0.476936
266, 3, 0.25, 0.665533, 0.277301, 0.771187, 0.494027
266, 13, 0.38, 0.739490, 0.277273, 0.829971, 0.462794
266, 13, 0.35, 0.812363, 0.310278, 0.887482, 0.394378
266, 13, 0.33, 0.563952, 0.284173, 0.645305, 0.473243
266, 12, 0.29, 0.492756, 0.442620, 1.395289, 1.442620
266, 3, 0.35, 0.568421, 0.283658, 0.645021, 0.502976
267, 17, 0.32, 0.225831, 0.337534, 0.460112, 0.611455
267, 13, 0.53, 0.664469, 0.276767, 0.769040, 0.476211
267, 13, 0.47, 0.741080, 0.278882, 0.834979, 0.464701
267, 3, 0.32, 0.742414, 0.279926, 0.838051, 0.482762
267, 13, 0.39, 0.610259, 0.295536, 0.649928, 0.448897
267, 13, 0.38, 0.562195, 0.283504, 0.636194, 0.466732
267, 13, 0.33, 0.812794, 0.310701, 0.891518, 0.396067
267, 12, 0.34, 0.492559, 0.444332, 1.400084, 1.444332
267, 3, 0.35, 0.565296, 0.283274, 0.639734, 0.496814
267, 3, 0.29, 0.663990, 0.276113, 0.765568, 0.505969
268, 17, 0.32, 0.227178, 0.338389, 0.450910, 0.606295
268, 13, 0.53, 0.664573, 0.276781, 0.767050, 0.472149
268, 3, 0.44, 0.743678, 0.279080, 0.836660, 0.471363
268, 13, 0.42, 0.611952, 0.294452, 0.651864, 0.448833
268, 13, 0.40, 0.563707, 0.283010, 0.638316, 0.465003
268, 12, 0.38, 0.492739, 0.443981, 1.388359, 1.443981
268, 3, 0.39, 0.565739, 0.282976, 0.639495, 0.503350
268, 3, 0.33, 0.664348, 0.277394, 0.760815, 0.514011
269, 17, 0.33, 0.226157, 0.335576, 0.450987, 0.603616
269, 6, 0.27, 0.223498, 0.330421, 0.434873, 0.638596
269, 3, 0.27, 0.666156, 0.277339, 0.770570, 0.470056
269, 3, 0.46, 0.745428, 0.279926, 0.837335, 0.474151
269, 13, 0.32, 0.566117, 0.282604, 0.641697, 0.464292
269, 13, 0.31, 0.614594, 0.293853, 0.655300, 0.445965
269, 12, 0.42, 0.492643, 0.496534, 1.120064, 1.496534
269, 3, 0.35, 0.566817, 0.283185, 0.642775, 0.509598
270, 6, 0.27, 0.226802, 0.337119, 0.451289, 0.598008
270, 3, 0.32, 0.616486, 0.294874, 0.656956, 0.443523
270, 3, 0.43, 0.566766, 0.281655, 0.642960, 0.465689
270, 3, 0.31, 0.668412, 0.277710, 0.768258, 0.470512
270, 13, 0.33, 0.748164, 0.279874, 0.843589, 0.480392
270, 3, 0.50, 0.746719, 0.278517, 0.839485, 0.465113
270, 12, 0.44, 0.492073, 0.495752, 1.129637, 1.495752
271, 6, 0.26, 0.228655, 0.336593, 0.450687, 0.597015
271, 12, 0.46, 0.491968, 0.495967, 1.149141, 1.495967
271, 3, 0.52, 0.747671, 0.277473, 0.840698, 0.473519
271, 3, 0.42, 0.566854, 0.280879, 0.644488, 0.457822
271, 3, 0.26, 0.671741, 0.275057, 0.762858, 0.464869
272, 6, 0.30, 0.228487, 0.335167, 0.450739, 0.596079
272, 12, 0.50, 0.493201, 0.494789, 1.159686, 1.494789
272, 3, 0.44, 0.748724, 0.276461, 0.840003, 0.471548
273, 6, 0.29, 0.228365, 0.333481, 0.453011, 0.588905
273, 12, 0.55, 0.492731, 0.492842, 1.172574, 1.492842
273, 3, 0.38, 0.750598, 0.275363, 0.839218, 0.472228
273, 3, 0.26, 0.570198, 0.279209, 0.650523, 0.454880
274, 17, 0.35, 0.229555, 0.332588, 0.431571, 0.643068
274, 6, 0.26, 0.229309, 0.333435, 0.453752, 0.589162
274, 12, 0.56, 0.492581, 0.494270, 1.170088, 1.494270
275, 17, 0.25, 0.229396, 0.333431, 0.452156, 0.589233
275, 12, 0.57, 0.492023, 0.495380, 1.244260, 1.495380
275, 3, 0.42, 0.753095, 0.271426, 0.844539, 0.475923
275, 3, 0.30, 0.675287, 0.273540, 0.775362, 0.471086
275, 3, 0.30, 0.573564, 0.280983, 0.658915, 0.473171
276, 17, 0.29, 0.228124, 0.332807, 0.442017, 0.586386
276, 3, 0.38, 0.572718, 0.279929, 0.653633, 0.466742
276, 13, 0.25, 0.626580, 0.283944, 0.667201, 0.440822
276, 12, 0.61, 0.490943, 0.494755, 1.233983, 1.494755
276, 3, 0.40, 0.755287, 0.270987, 0.847549, 0.472933
276, 3, 0.36, 0.675698, 0.274699, 0.776160, 0.474814
276, 3, 0.27, 0.625843, 0.282673, 0.665771, 0.444098
277, 17, 0.26, 0.228258, 0.332172, 0.452046, 0.584104
277, 3, 0.39, 0.572868, 0.278277, 0.654082, 0.460305
277, 12, 0.60, 0.491092, 0.493984, 1.239297, 1.493984
277, 3, 0.43, 0.756424, 0.271040, 0.852125, 0.471096
277, 3, 0.27, 0.677111, 0.273502, 0.780991, 0.473221
277, 3, 0.27, 0.626248, 0.282953, 0.667835, 0.443675
278, 17, 0.27, 0.230314, 0.331701, 0.447410, 0.574660
278, 12, 0.58, 0.491813, 0.494058, 1.231073, 1.494058
278, 3, 0.36, 0.756493, 0.270290, 0.853626, 0.472514
278, 3, 0.34, 0.573717, 0.275960, 0.656368, 0.455189
279, 17, 0.32, 0.228194, 0.329930, 0.445788, 0.579988
279, 12, 0.63, 0.492047, 0.492443, 1.204161, 1.492443
279, 3, 0.27, 0.757895, 0.270598, 0.856016, 0.470088
280, 12, 0.64, 0.491749, 0.491940, 1.246093, 1.491940
280, 3, 0.30, 0.758317, 0.269315, 0.857308, 0.472647
280, 3, 0.27, 0.574466, 0.273729, 0.662146, 0.459493
281, 12, 0.61, 0.491839, 0.494706, 1.308671, 1.494706
281, 3, 0.52, 0.589354, 0.277487, 0.715240, 0.476150
281, 3, 0.29, 0.758962, 0.269050, 0.861118, 0.471856
282, 12, 0.47, 0.492352, 0.496370, 1.269010, 1.496370
282, 3, 0.59, 0.591942, 0.276522, 0.718753, 0.476656
283, 17, 0.30, 0.229748, 0.324262, 0.441127, 0.622767
283, 6, 0.28, 0.228021, 0.306040, 0.482960, 0.582992
283, 12, 0.43, 0.493980, 0.495426, 1.247739, 1.495426
283, 3, 0.59, 0.593813, 0.275168, 0.721974, 0.472650
284, 17, 0.29, 0.229667, 0.324235, 0.441069, 0.620552
284, 12, 0.48, 0.493427, 0.495905, 1.241428, 1.495905
284, 3, 0.44, 0.594476, 0.274738, 0.722396, 0.471615
285, 12, 0.51, 0.492909, 0.493152, 1.226016, 1.493152
285, 12, 0.28, 0.705034, 0.502821, 1.262501, 1.369755
285, 3, 0.51, 0.595640, 0.274692, 0.719947, 0.482103
285, 3, 0.28, 0.722358, 0.254004, 0.909435, 0.438367
286, 17, 0.35, 0.191846, 0.288766, 0.450050, 0.664976
286, 6, 0.35, 0.191529, 0.289726, 0.483221, 0.608248
286, 12, 0.53, 0.495017, 0.491667, 1.186504, 1.491667
286, 3, 0.42, 0.590424, 0.275769, 0.690066, 0.478536
286, 3, 0.25, 0.773483, 0.254128, 0.868852, 0.440219
287, 12, 0.42, 0.497214, 0.491970, 1.141103, 1.491970
287, 3, 0.34, 0.591871, 0.276550, 0.692036, 0.484083
288, 17, 0.33, 0.230458, 0.296715, 0.459567, 0.635363
288, 6, 0.29, 0.229897, 0.297989, 0.496907, 0.593619
288, 12, 0.46, 0.497269, 0.491052, 1.200731, 1.491052
289, 12, 0.47, 0.497109, 0.492445, 1.208224, 1.492445
289, 12, 0.28, 0.711595, 0.449072, 1.284458, 1.371204
289, 3, 0.25, 0.615840, 0.279024, 0.736560, 0.486818
290, 12, 0.42, 0.493354, 0.494855, 1.278015, 1.494855
290, 12, 0.28, 0.715000, 0.498896, 1.298039, 1.394265
290, 3, 0.45, 0.634695, 0.282009, 0.767543, 0.489338
290, 3, 0.28, 0.771606, 0.273151, 0.950901, 0.481397
291, 17, 0.32, 0.279941, 0.325035, 0.489989, 0.611175
291, 12, 0.49, 0.493823, 0.498233, 1.365048, 1.498233
291, 3, 0.37, 0.643275, 0.283857, 0.773089, 0.488476
292, 17, 0.31, 0.292544, 0.326399, 0.503697, 0.610689
292, 12, 0.37, 0.493606, 0.494553, 1.424165, 1.494553
292, 3, 0.47, 0.662622, 0.297294, 0.801046, 0.502093
293, 17, 0.28, 0.304326, 0.329186, 0.531823, 0.607229
293, 12, 0.34, 0.763450, 0.498881, 1.334503, 1.406471
293, 3, 0.51, 0.677658, 0.306713, 0.803958, 0.518842
295, 17, 0.27, 0.340369, 0.338780, 0.533181, 0.662962
295, 12, 0.35, 0.488619, 0.495650, 1.488619, 1.495650
295, 3, 0.47, 0.907000, 0.331398, 1.018181, 0.553535
295, 3, 0.35, 0.702955, 0.333144, 0.813862, 0.552461
296, 17, 0.30, 0.353524, 0.345943, 0.562470, 0.632047
296, 3, 0.63, 0.926667, 0.353309, 1.041366, 0.578049
296, 3, 0.40, 0.723197, 0.349991, 0.844703, 0.571619
297, 3, 0.57, 0.746627, 0.358849, 0.884087, 0.579197
297, 3, 0.36, 0.942311, 0.353343, 1.056116, 0.562750
298, 3, 0.39, 0.754662, 0.375885, 0.882357, 0.596762
299, 3, 0.42, 0.770194, 0.381509, 0.909831, 0.603869
300, 17, 0.29, 0.402787, 0.386854, 0.618665, 0.646809
300, 3, 0.49, 0.963200, 0.404650, 1.035754, 0.642059
300, 3, 0.33, 0.775772, 0.399180, 0.899468, 0.628275
301, 17, 0.25, 0.407810, 0.388183, 0.604202, 0.669975
301, 12, 0.46, 0.440551, 0.487770, 1.322853, 1.487770
301, 3, 0.42, 0.793716, 0.406838, 0.924566, 0.642250
